Participant ID,ResponseText,Sentiment,Tag 1,Tag 2,Tag 3,Tag 4,Tag 5,Tag 6,Tag 7,Tag 8,Tag 9,Tag 10,Tag 11
86b08a09-1f59-4123-ab61-637dd37d4e5c,AI should be used as a learning tool. Human wisdom should always be preferred. Final decision should always be one's own.,Neutral,When human expertise is necessary,,,,,,,,,,
4327cace-83a6-484a-a140-12e0fbc3fd3a,AI should not give advice on future results AI should answer according to data available.,Negative,Other,,,,,,,,,,
f1f96c9c-29fb-4335-84b0-3734e96e4c2c,"Ai answers should be based on human data, it should not be able to providing its own answers ",Negative,When human expertise is necessary,,,,,,,,,,
807285e9-3b8e-42e9-8f97-2dd2e69377c2,At the sensitive topics like racism ,Negative,When the topic involves potential harm or danger,,,,,,,,,,
2ceb7df4-dc1e-4684-b0d5-ed30c8de1b2f,"Depends on the context of the question

",Neutral,Uninformative answer,,,,,,,,,,
bd5a199c-2f74-4ee8-b40d-891635e2baf4,"I believe AI should always provide accurate and factual information so, if it is asked a question, it should provide the factual answer. We should only ask AI to provide information about subject matters that you are prepared to hear about.",Neutral,Other,,,,,,,,,,
b9d8623c-9508-4f53-b9ba-eb1d6c8595e2,"If someone is in danger, it could ask help from a human.",Neutral,When the topic involves crisis or emergency situations,,,,,,,,,,
895b7fe8-d630-43f1-ac66-db7df8c3f1b0,"In extreme environments, such as those involving life",Neutral,When the topic involves potential harm or danger,,,,,,,,,,
15ce643b-ad4e-4a8c-b54e-183ac238a668,"In some cases where objective facts are correct, such as when AI says 1+1=3 and humans correct it to 2, AI should listen. In other subjective cases, it is not necessary.",Neutral,When human expertise is necessary,When the topic involves subjective opinions,,,,,,,,,
39f6360a-19bc-4747-ae33-77f3b6eba35c,In some sensitive topic like hindi muslim ,Neutral,Sensitive political topics,Uninformative answer,,,,,,,,,
e99df2dc-7aa5-4171-85cf-9f240a244be9,"Potentially when it comes to getting thoughts from both parties. In regards to abortion, same sex marriage etc to come up with both sides of the argument ",Neutral,Controversial or biased topics,Ethical and moral dilemmas,When the topic involves subjective opinions,,,,,,,,
ff37e408-52df-4487-a08f-d0276c8dcf15,Sensitive topics,Neutral,When the topic involves subjective opinions,,,,,,,,,,
a1918c3d-0df1-4b06-b2d4-4b19aa42c5eb,Sensitive topics,Neutral,Controversial or biased topics,,,,,,,,,,
ea9fea57-9271-44e8-a81b-fb3bcda67d1f,Sensitive topics ,Neutral,Controversial or biased topics,,,,,,,,,,
8fba3eef-db80-4a8a-9fd5-92876d3d2eb2,The answer can be objective for defere human being,Neutral,Uninformative answer,,,,,,,,,,
68cfa5b9-a0cf-4831-88e4-c501d83936a9,When I see something uncontrollable that can harm many people I believe.,Negative,When the topic involves potential harm or danger,,,,,,,,,,
93a1e322-7c01-42c0-bd0f-5aff54886660,When asked about complex questions on life,Neutral,When the topic involves philosophical questions,,,,,,,,,,
c2357ce3-0db3-452a-b436-c855de938d13,When asked questions about humanity.,Neutral,Other,,,,,,,,,,
a2457aa0-43b8-4af7-acd1-da27f63f1295,When considering historical background and evaluating other people's opinions,Neutral,When the topic involves historical or traditional practices,When the topic involves subjective opinions,,,,,,,,,
f9a3e56a-1fbd-4333-bf52-b981810427fd,When emotion is involved it's better left to humans.,Neutral,Complex emotional and personal issues,,,,,,,,,,
20e78ce3-0e12-465d-a6c1-4b18fe7ab709,When emotions are involved ,Neutral,Complex emotional and personal issues,,,,,,,,,,
e4cd2a9a-7875-4b43-8e07-01fa9e8babea,When information is not in good faith ,Negative,Controversial or biased topics,,,,,,,,,,
4b438c6d-48cb-47aa-9932-5a7fe594d5c2,When it relates to life personal advice,Neutral,Complex emotional and personal issues,When the topic is deeply personal,,,,,,,,,
7a641c14-ea6a-4d6e-ab4a-e11664b5a3a5,When the AI doesn't have enough information by itself ,Negative,When AI lacks sufficient information,,,,,,,,,,
84300f45-2323-428a-b1d5-3f8bb1399f36,When topics brings about war and conflict,Neutral,Sensitive political topics,When the topic involves conflict resolution,,,,,,,,,
6faac135-4687-4457-9ec4-733381b797e9,humane topics,Positive,Complex emotional and personal issues,,,,,,,,,,
6802188c-a28c-4cb0-8756-566a00bd007c,in any controversial topics,Neutral,Controversial or biased topics,,,,,,,,,,
89108973-805e-447f-9a33-790025f0251b,it should defer to human wisdom.,Neutral,Other,,,,,,,,,,
e16f6a78-c92e-4fbb-8daa-d3eaba2bc276,when emotions are involved,Neutral,Complex emotional and personal issues,Situations requiring empathy and emotional intelligence,,,,,,,,,
c04a180d-793c-4350-a591-5a0be8ae7e92,when it's talking about traditions and customary law,Neutral,Cultural sensitivity and traditions,When the topic involves historical or traditional practices,,,,,,,,,
5eab7d46-7feb-4485-ba1b-abc36887739b,when providing information about politics and the current conflict.,Neutral,Sensitive political topics,,,,,,,,,,
100a8068-1dcc-4cdd-9e66-63890e825ff0,AI never really has its own answers because humans programme it. AI should always (therefore) defer to human wisdom.,Neutral,Uninformative answer,,,,,,,,,,
7d377387-6510-4299-8315-85c69017dd80,For religious questions.,Neutral,Religious and spiritual matters,,,,,,,,,,
7aca3ca3-01a3-479f-abd7-20b277cf6a89,If an AI user asks for an answer about the law,Neutral,Legal and financial guidance,,,,,,,,,,
8f4e0e4c-fefa-4000-93c9-f2affaac405c,"In the case where a topic turns into one of the aforementioned questions topics maybe it’s best to stick with a human for the responses, especially since they won’t be so objective in their responses.",Neutral,When human expertise is necessary,When the topic involves subjective opinions,,,,,,,,,
5e3c2c86-66cc-4517-90ae-5502ab7228e4,Incase of involving land and martial disputes,Neutral,When the topic involves conflict resolution,,,,,,,,,,
9c57e9ad-9385-4a7b-abd1-f5ad81d56862,It should provide extensive information.,Neutral,Other,,,,,,,,,,
e11da895-e507-4bdb-804b-fa86471c68bc,Practical Experience,Positive,Other,,,,,,,,,,
9aeb0f69-50ef-41fd-877f-256cb2a096ef,Religion,Neutral,Religious and spiritual matters,,,,,,,,,,
44dc401f-8c76-46e6-bac9-fcc0a7ef5811,Religion,Neutral,Religious and spiritual matters,,,,,,,,,,
80a114b3-f80c-4af6-87d0-db9b41d13c7f,"Specific issues

",Neutral,Other,,,,,,,,,,
c65d288c-e7df-465d-a124-c12f664e48ac,The AI should be neutral in providing answers for such topics. ,Neutral,Uninformative answer,,,,,,,,,,
baf383d0-9555-48a6-9d07-fe4c1bc582bf,When a problem has a complete and reasonable answer,Positive,Other,,,,,,,,,,
329f13ca-5461-43e1-bfdf-dd1297cd276c,When are fact is being stated. When it's one person's biased opinion,Neutral,When the topic involves subjective opinions,,,,,,,,,,
f31e6b9f-b1b5-442c-9055-dae6a3f42152,When asked about personal thoughts or opinion,Neutral,When the topic involves subjective opinions,When the topic is deeply personal,,,,,,,,,
7df9fdc6-8da2-4b83-ab90-f1278d17cd85,When it involves things that might start war or things that don't align with the society ,Neutral,Sensitive political topics,When the topic involves potential harm or danger,,,,,,,,,
b04a2b5e-2f5e-49b3-bdf8-9e9766315584,"When there is no information on a certain topic, this should be last resort.",Negative,When AI lacks sufficient information,,,,,,,,,,
9aa293e7-4ec8-4e18-b2c8-383b572ac56d,if it has no wisdom on a certain topic,Neutral,When AI lacks sufficient information,,,,,,,,,,
500f5932-1f6f-44a1-99a7-e75faecf692e,"AI to my opinion is a trained tool that gives information as per the avilable material wheteher online or machine learning, it defers all the time

",Positive,Uninformative answer,,,,,,,,,,
fb0bd8e5-2218-47c9-96f7-cf2d0f6cdd76,Any topic that it has no knowledge on,Negative,When AI lacks sufficient information,,,,,,,,,,
a0188c1e-9130-4cfb-8560-a9e15d6d7a0b,Anything to do with medical symptoms,Neutral,Medical and health advice,,,,,,,,,,
1688e08f-d00d-4d64-8d94-a0141de67c43,"From a technical and logical standpoint, the AI should have a retry loop that continuously fine-tunes its responses, asks for feedback from the user, and back to finetuning if not satisfactory. There should be a maximum retry attempt, in which case it'll advise the user to seek human wisdom. ",Neutral,Uninformative answer,When human expertise is necessary,,,,,,,,,
e1560907-760a-4c3f-8a46-c1ab64d3bc65,I think AI should point out different aspects. I will decide which wisdom or leaders to follow myself,Neutral,Uninformative answer,,,,,,,,,,
2d500f70-3f6d-4395-8ecc-d29fcf742343,I think when it comes to factual topics,Neutral,When AI lacks sufficient information,,,,,,,,,,
5cf00ea9-2565-4087-b636-46c5956505ff,In complex matters it is not sure of.,Neutral,When AI lacks sufficient information,,,,,,,,,,
cd64b718-02cf-40fe-87a6-ab90a5a51bce,In sensitive topics such as war crimes.,Neutral,Sensitive political topics,,,,,,,,,,
40e6f66b-c4d2-4375-93f1-e205a4223d38,It should differ but it should provide reastic context,Neutral,Other,,,,,,,,,,
b53f94b5-b123-4f6f-9c8e-5aa1d6cfa616,Political issues,Negative,Sensitive political topics,,,,,,,,,,
df7bb24a-8ae7-4310-ac6b-c79d68a830f6,When AI does not follow our instructions or gives unsatisfactory answers,Negative,Other,,,,,,,,,,
4315988e-dce4-44b1-8ac3-1330559c75da,When answers are for what is right in religion or not,Neutral,Religious and spiritual matters,,,,,,,,,,
44e86061-1e72-4ab2-a300-b08e1bafe0a8,When asked about religious questions,Neutral,Religious and spiritual matters,,,,,,,,,,
cab09a63-8db1-4259-bb36-b21ce7c35332,When he does not have enough information or when the person is in danger,Neutral,When AI lacks sufficient information,When the topic involves potential harm or danger,,,,,,,,,
610f28bc-0c7c-46a1-86cd-818dc6190e7d,"When he is asked to take material for an answer from open sources (literature, historical texts, public speeches of leaders).",Neutral,When the topic involves historical or traditional practices,,,,,,,,,,
80354120-d95c-4838-91fe-ad01a5388ca2,When it comes to be like real life situations.,Positive,Other,,,,,,,,,,
18a86830-b6f5-426f-8b2c-beb86fd7a23b,"When it comes to medical decisions or geopolitical and military governance, AI should not be called upon.",Negative,Medical and health advice,Sensitive political topics,,,,,,,,,
9c792ed8-6a13-440a-8113-aea8da249ff2,When it is not able to understand the question and provide answers ,Neutral,When AI lacks sufficient information,,,,,,,,,,
1f42818a-1ced-4a77-b6e9-32f87748e957,When it needed because sometimes wisdom should be reminded,Neutral,Other,,,,,,,,,,
580061d5-8bc6-4d2c-8df4-0217a2c426df,When it's asked on personal matters,Neutral,Complex emotional and personal issues,When the topic is deeply personal,,,,,,,,,
bccb3730-a606-40e5-8e6e-aeecd00b7ee2,When security is compromised,Negative,When the topic involves potential harm or danger,,,,,,,,,,
09986c8b-342d-417c-a716-2b677f98fd73,"When, during the conversation, she is sure that it is a question that only a human could say and the wisdom that he clearly has",Positive,Other,,,,,,,,,,
af7648b1-9d00-4947-a99a-8134b56e09f1,if they are asking for sensitive issues,Neutral,When the topic involves potential harm or danger,,,,,,,,,,
b68bce8b-b6ad-4b83-84c3-6275bbb281bf,in complex human emotions and relationships,Neutral,Complex emotional and personal issues,,,,,,,,,,
8f19bc7d-ec31-405e-901d-87c977c7d56c,it should always defer to human wisdom alongside its own data and analysis.,Neutral,When human expertise is necessary,,,,,,,,,,
c3ee4a53-e722-40d0-bdda-f47b283a1f52,it should always provide its own answer because its knowledge is what we seek if we wanted human advice we would search forums or social media,Neutral,Other,,,,,,,,,,
197eafb3-2a90-4952-87ad-b43751f4354d,religion,Neutral,Religious and spiritual matters,,,,,,,,,,
0eb4888f-5520-4aae-b6e4-30ed04931540,when asked about traditional ceremonies because it will not have a answer as people do things differently,Negative,Cultural sensitivity and traditions,When the topic involves historical or traditional practices,,,,,,,,,
86f924a3-924b-4374-bf1f-f63a459c4206,when it is asked questions that have subjective answers,Neutral,When the topic involves subjective opinions,,,,,,,,,,
68f7de91-17f3-4e4f-bbd0-b4ba56ff88e5,when it's personal decisions.,Neutral,Complex emotional and personal issues,When the topic is deeply personal,,,,,,,,,
d9864ea0-96c4-46cb-8109-5fd8623b0870,"AI should always trust human wisdom

",Neutral,When human expertise is necessary,,,,,,,,,,
3b8a6cc2-59dc-4e12-9409-6513abbc67ae,AI should be AI. community leaders have enough of a platform of spreading their ideas. If i wanted someone elses opinon i would google it.,Neutral,Uninformative answer,,,,,,,,,,
cf03a050-e60b-46cf-b668-4a4a647157a1,Ai should be getting it's answers from that kind of information.,Neutral,Other,,,,,,,,,,
e97c7f71-9243-4140-9090-2268ce615e04,Ai should never refer to human wisdom or community leaders as they r humans and can never be totally factual ,Negative,Other,,,,,,,,,,
75ce21a6-8fe1-47a5-aae6-1ae3d8640cdd,Cultural opinions,Neutral,Cultural sensitivity and traditions,,,,,,,,,,
9916cdeb-de2c-4425-a023-a51fda22e2a8,Cultural questions,Neutral,Cultural sensitivity and traditions,,,,,,,,,,
d0d4cf49-6f59-4032-8e06-98bdc0150245,Especially when it goes against the rules or norms in each country,Neutral,When the topic involves social norms or customs,,,,,,,,,,
4bd52b97-ab78-4138-9be1-316251228922,"I don't think it's good to give them this kind of restriction. The wisdom of ordinary humans is limited. I hope he will give us answers at any time, but only we humans can choose to listen or not.",Neutral,Other,,,,,,,,,,
58676f6a-15c3-4ec8-8212-abc2714d2759,"I think it should answer whatever we ask off it, it shouldn't be overly trained to baby humans, this is a more human problem if they are going to decipher information in a questionable manner, it's on them.",Negative,Uninformative answer,,,,,,,,,,
